OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,LENGTH_M,SHAPE_Length,From,To,from_suburb,to_suburb
2448,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Queensland,4,3/06/2020 0:00,23892.24863,0.216898423,Mica Creek North,George Fisher South Mine,mica creek,fisher
2449,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Queensland,4,9/06/2020 0:00,415.078709,0.003809879,Mica Creek B,Mica Creek (East),mica creek,mica creek
2450,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Queensland,4,9/06/2020 0:00,387.026351,0.003537293,Mica Creek B,Mica Creek,mica creek,mica creek
2451,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Queensland,4,9/06/2020 0:00,389.108517,0.003696494,Mica Creek B,Mica Creek Power Station,mica creek,mica creek
2452,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Queensland,4,3/06/2020 0:00,386.000995,0.003668734,Mica Creek B,Mica Creek Power Station (South),mica creek,mica creek
2465,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,220,Western Australia,3,10/07/2012 0:00,80217.72478,0.766643108,Karijini,Juna Downs,karijini,juna downs
2476,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Non-Operational,132,Western Australia,3,21/11/2016 0:00,9468.415385,0.090663121,Malaga,Belmont,malaga,belmont
2478,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Non-Operational,66,Western Australia,1,10/07/2012 0:00,748.479415,0.007358785,"Victoria Park ","Victoria Park ",victoria park,victoria park
2479,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Non-Operational,66,Western Australia,1,10/07/2012 0:00,526.628827,0.005143533,"Kewdale ","Kewdale ",kewdale,kewdale
2481,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Non-Operational,132,Western Australia,5,10/07/2012 0:00,69418.71268,0.663152453,Three Springs,Eneabba,three springs,eneabba
2482,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Non-Operational,66,Western Australia,3,10/07/2012 0:00,2523.146019,0.025048136,East Perth Terminal,Wellington Street,east perth,wellington
2484,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Decommissioned,132,Queensland,5,30/01/2020 0:00,114058.7387,1.055735595,Proserpine,Mackay,proserpine,mackay
2488,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,500,Victoria,5,8/05/2024 0:00,16097.41168,0.174643755,Hazelwood Tee,Templestowe,hazelwood,templestowe
2489,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,40673.05312,0.41012571,Narrabri,Wee Waa,narrabri,wee waa
2490,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,55001.28301,0.558525635,Wee Waa,Burren Junction,wee waa,burren junction
2491,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,87009.25515,0.891989753,Burren Junction,Walgett,burren junction,walgett
2492,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,57216.84812,0.520465497,Dubbo North,Gilgandra,dubbo,gilgandra
2494,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,37384.40845,0.370984405,Marulan,Taralga wind farm,marulan,taralga
2495,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,43778.76611,0.434056416,Narrabri,Wee Waa (North),narrabri,wee waa
2496,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,106666.4916,0.999193205,Temora,Lake Cowal,temora,lake cowal
2498,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,46472.81556,0.426844814,Junee,Temora,junee,temora
2501,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,4568.494308,0.042044267,Dubbo,Dubbo North,dubbo,dubbo
2502,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,17375.57903,0.160468603,Sebastopol,Temora,sebastopol,temora
2505,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,12/12/2016 0:00,49238.34976,0.47773981,Cooma,Steeple Flat,cooma,steeple flat
2507,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,12/12/2016 0:00,92922.43864,0.947088116,Black Range,Cooma,black range,cooma
2508,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,1/08/2013 0:00,8488.111895,0.082672506,East Lismore,Lismore Substation,east lismore,lismore
2509,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,1,3/09/2013 0:00,27597.84375,0.254467412,Brandy Hill tee,Tomago,brandy hill,tomago
2510,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,220,Victoria,5,8/05/2024 0:00,38502.14617,0.39634366,Mortlake,Dunndonnell,mortlake,don
2513,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Victoria,5,8/05/2024 0:00,29742.85384,0.301632528,Elaine,Moorabool North Wind Farm,elaine,moorabool
2514,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,Victoria,5,8/05/2024 0:00,18976.5645,0.199207189,Elaine,Moorabool South,elaine,moorabool
2516,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,32317.15823,0.327418991,Red Cliffs,Birdwoodton,red cliffs,birdwoodton
2517,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,9295.168743,0.095373154,Mildura,Birdwoodton,mildura,birdwoodton
2518,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,12361.13122,0.120914733,Mildura,Red Cliffs (North East),mildura,red cliffs
2519,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18646.58251,0.185250391,Mildura,Red Cliffs,mildura,red cliffs
2521,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,6136.831852,0.063616329,Red Cliffs,Mildura tee,red cliffs,mildura
2524,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,24405.32018,0.261552409,Wemen,Hattah,wemen,hattah
2525,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,33806.2648,0.306752819,Ouyen,Hattah,ouyen,hattah
2526,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,15271.16278,0.165499557,"Ouyen ","Ouyen ",ouyen,ouyen
2528,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39676.19,0.398706792,Wemen,Robinvale,wemen,robinvale
2529,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,35760.32478,0.36488339,Wemen,Bannerton Solar farm,wemen,bannerton
2530,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,23630.65474,0.250008814,Bannereton Solar farm,Lake Powell,eton,lake powell
2531,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,7849.936005,0.072107034,Robinvale,Bannerton Solar farm,robinvale,bannerton
2532,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,76586.94637,0.759207181,Kerang,Swan Hill,kerang,swan hill
2533,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,66066.31783,0.651153341,Kerang,Swan Hill (North East),kerang,swan hill
2534,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,29259.20608,0.311901091,Cohuna Solar Farm,Kerang,cohuna,kerang
2535,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5219.45289,0.051926525,Bendigo  (East),Bendigo  (East),bendigo,bendigo
2536,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,7163.703032,0.070983577,Bendigo  (West),Bendigo  (West),bendigo,bendigo
2537,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,3248.171822,0.033415853,"Bendigo ","Bendigo ",bendigo,bendigo
2538,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,65001.38337,0.674213829,Bendigo,Maryborough,bendigo,maryborough
2539,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,34437.45481,0.317232897,Bendigo,Castlemaine,bendigo,castlemaine
2540,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,46670.88094,0.504713526,Castlemaine,Maryborough,castlemaine,maryborough
2541,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,48883.30761,0.504321526,Bendigo,Inglewood,bendigo,inglewood
2542,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,36408.25409,0.37842079,Bendigo,Bridgewater,bendigo,bridgewater
2543,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,60821.96354,0.633402001,Inglewood,Charlton,inglewood,charlton
2544,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18193.20806,0.16963248,Charlton,Yeungroon,charlton,yeungroon
2545,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,91507.34276,0.941129524,Horsham,Nhill,horsham,nhill
2546,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,87597.57166,0.911108465,Horsham,Wombelano,horsham,wombelano
2547,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5036.219785,0.053467159,Horsham  (North),Horsham  (North),horsham,horsham
2548,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,6313.745088,0.065108147,"Horsham ","Horsham ",horsham,horsham
2549,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39029.38241,0.400161737,Kyabram,Echuca (North East),kyabram,echuca
2550,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,37018.02958,0.3778339,Kyabram,Echuca,kyabram,echuca
2551,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,37759.76347,0.411524546,Shepparton,Kyabram (North),shepparton,kyabram
2552,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39137.14908,0.425782734,Shepparton,Kyabram,shepparton,kyabram
2553,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,36808.66955,0.345190336,Shepparton,Numurkah,shepparton,numurkah
2554,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,22587.03701,0.211242255,Shepparton,Numurkah Solar Farm,shepparton,numurkah
2555,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,12002.34291,0.11234216,Numurkah Solar Farm,Numurkah,numurkah,numurkah
2556,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,10145.97113,0.10665691,Shepparton,Mooroopna,shepparton,mooroopna
2557,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,7855.415797,0.0822799,Shepparton South,Mooroopna,shepparton south,mooroopna
2558,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,4967.438888,0.045591149,Shepparton,Shepparton South,shepparton,shepparton south
2559,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,1800.594329,0.017158498,Shepparton  (East),Shepparton  (East),shepparton,shepparton
2560,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,1840.363936,0.017535807,"Shepparton ","Shepparton ",shepparton,shepparton
2561,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,44218.14164,0.477678709,Shepparton,Stanhope,shepparton,stanhope
2562,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18187.95092,0.171646324,Kyabram,Stanhope,kyabram,stanhope
2563,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,33305.4903,0.346346448,Numurkah,Cobram East,numurkah,cobram east
2564,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,9299.343288,0.095111008,Wodonga,Wodonga  (North East),wodonga,wodonga
2565,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,9508.266575,0.0975689,Wodonga,"Wodonga ",wodonga,wodonga
2566,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,17073.47957,0.182840641,"Wodonga ",barnawartha,wodonga,barnawartha
2567,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,8337.044751,0.082761503,Wangaratta,Alpine Industries,wangaratta,alpine
2568,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,43977.11959,0.460704337,Wangaratta,Myrtleford,wangaratta,myrtleford
2569,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5191.084975,0.053248882,"Myrtleford ","Myrtleford ",myrtleford,myrtleford
2570,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,32287.20842,0.333843154,Myrtleford,Bright,myrtleford,bright
2571,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,25316.79064,0.258235181,Wangaratta,Glenrowan (South East),wangaratta,glenrowan
2572,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,24955.62318,0.254800611,Wangaratta,Glenrowan,wangaratta,glenrowan
2573,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,1239.11482,0.012448433,Glenrowan,Winton Solar Farm Solar farm,glenrowan,winton
2574,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,478.876481,0.00461309,Glenrowan,Winton Solar Farm,glenrowan,winton
2575,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18692.87709,0.197896986,Glenrowan,Benalla (North),glenrowan,benalla
2576,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18342.73472,0.19471262,Glenrowan,Benalla,glenrowan,benalla
2577,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,60468.22789,0.562748426,Benalla,Mansfield,benalla,mansfield
2578,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,23486.9066,0.249091161,Mansfield,Merrijig,mansfield,merrijig
2579,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,36761.15976,0.3793272,Seymour,Yea,seymour,yea
2580,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,41246.18358,0.436066185,Yea,Rubicon,yea,rubicon
2582,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39288.82049,0.380927201,Kilmore,Seymour,kilmore,seymour
2583,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,63720.22145,0.624565419,South Morang,Kilmore,south morang,kilmore
2584,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,26106.71145,0.269122041,South Morang,Mickleham,south morang,mickleham
2585,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,18843.91444,0.190793658,South Morang,Somerton,south morang,somerton
2586,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,12956.14359,0.142040956,South Morang Terminal,Somerton,south morang,somerton
2587,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,13070.69141,0.142850593,South Morang Terminal,Somerton Power Station,south morang,somerton
2588,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,39379.88139,0.370782735,Wollert,"Kilmore ",wollert,kilmore
2589,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,23424.86112,0.252507282,Mickleham,Doreen,mickleham,doreen
2590,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,7964.661492,0.083545737,South Morang,Epping,south morang,epping
2591,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,10355.15792,0.107274425,Thomastown,Coolaroo,thomastown,coolaroo
2592,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,12900.95316,0.131309353,Thomastown,Broadmeadows (North),thomastown,broadmeadows
2596,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,2155.112903,0.02114939,"Broadmeadows ","Broadmeadows ",broadmeadows,broadmeadows
2598,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,8348.684877,0.088371582,Thomastown,Broadmeadows,thomastown,broadmeadows
2599,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,8096.638966,0.089187192,Thomastown,Broadmeadows South,thomastown,broadmeadows
2600,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,8069.513991,0.088910575,Thomastown,Broadmeadows South (North),thomastown,broadmeadows
2601,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,7524.11282,0.07843923,South Morang,Doreen (South East),south morang,doreen
2602,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,6663.287683,0.069735922,South Morang,Doreen,south morang,doreen
2603,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,19281.80144,0.206234312,Doreen,Kinglake,doreen,kinglake
2604,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,52290.24746,0.560465476,Kinglake,Rubicon,kinglake,rubicon
2605,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,4928.081676,0.053931932,South Morang,Epping (South),south morang,epping
2606,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,5050.395916,0.049380735,"Epping ","Epping ",epping,epping
2607,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Operational,66,Victoria,5,8/05/2024 0:00,13397.25896,0.138616263,Keilor,Sydenham,keilor,sydenham
2608,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,Victoria,5,8/05/2024 0:00,26800.85397,0.270381206,Keilor,Sunbury (North East),keilor,sunbury
